method,best_score_max,best_score_mean,best_score_std,runtime_mean,budget_usage_mean
PSO,0.9431045925978232,0.9248648812511021,0.011492140322845228,51.26926064491272,0.9913712857142857
GA,0.9429482556470365,0.9311502189622501,0.00883305512471656,81.56949090957642,0.9894488571428571
